district,name,address,phone,mobile,email,website,contact_person,purpose,mission,url
Ahmednagar,"Shri Sant Yadavbaba Shikshan Prasarak Mandal, Parner",".: Ralegan Siddhi, Ahmednagar Parner Pin: 414302 Maharashtra","912488240227,2488240224",,,https://twitter.com/share,Ashok Tanurkar,"Education, Environment, Health","The objectives of the organisation include establishing school, balwadi, hostels and impart secular education to all; generating awareness among villagers on cleanliness, health and hygiene through health camps and promoting community based development projects towards overcoming problems related to depletion of water, land and forest resources. Tweet",https://ngosindia.org/maharashtra-ngos/shri-sant-yadavbaba-shikshan-prasarak-mandal-parner/
Ahmednagar,"Smile Maker Oral Health Care Foundation, Ahmednagar",".: Pipe Lina Road, Savedi Ahmednagar Pin: 414003 Maharashtra",,919923387272,kolhe_kunal@yahoo.co.in,https://twitter.com/share,Dr.Kunal Kolhe,Oral health care.,Our basic aim is to provide good oral haelth care services to rural peoples. To get them available all the possible & good services. Tweet,https://ngosindia.org/maharashtra-ngos/smile-maker-oral-health-care-foundation-ahmednagar/
Ahmednagar,"Smriti Foundation, Ahmednagar",".: Shendi, Ahmednagar Ahmednagar Pin: 414001 Maharashtra",,919767507764,smruti_foundation@rediffmail.com,https://twitter.com/share,Digambar Zarekar,,Tweet,https://ngosindia.org/maharashtra-ngos/smriti-foundation-ahmednagar/
Ahmednagar,"Smruti G A V B S Sanstha, Ahmednagar",".: Expert Computers, K.G.Road Ahmednagar Pin: 422601 Maharashtra",912424223680,,smruti.sanstha@gmail.com,https://twitter.com/share,Vivek Deshmukh,Tribal development.,We are working in tribal area. Tweet,https://ngosindia.org/maharashtra-ngos/smruti-g-a-v-b-s-sanstha-ahmednagar/
Ahmednagar,"Smruti Gramin Adivasi Vikas Bahuuddeshiya Sevabhavi Sanstha, Ahmednagar",".: Expert Computers, Above Sangam Shoes S.T. Stand Ahmednagar Pin: 422601 Maharashtra",912424223680,,smrutigram@yahoo.co.in,https://twitter.com/share,Vivek Deshmukh,"Education, IT education, rural and tribal development.","Education, IT Education, rural and tribal development. Tweet",https://ngosindia.org/maharashtra-ngos/smruti-gramin-adivasi-vikas-bahuuddeshiya-sevabhavi-sanstha-ahmednagar/
Ahmednagar,"Society of He Nationalist, Ahmednagar",.: Ahmednagar Ahmednagar Pin: 414001 Maharashtra,,919226339922,nationalist@zapak.com,https://twitter.com/share,Manish Gade,Youth affairs,"To support youth for education, placement, project reports. All about youths. Tweet",https://ngosindia.org/maharashtra-ngos/society-of-he-nationalist-ahmednagar/
Ahmednagar,"Taluka Rahata, Ahmednagar",.: Ahmednagar Pin: 413736Maharashtra,"912422273492,2422273413",,,https://twitter.com/share,Sarvottam Kulkarni,"Agriculture, Environment, Health, Rural Development, Water","The main aim of PIRENS is to undertake fundamental, applied and adaptive research in rural development, activities relating to development of socio-cultural and economic life of the people, programmes relating to irrigation provision for safe drinking water supply, preservation of ecology and environment and promoting better health, mother and child care and nutrition. Tweet",https://ngosindia.org/maharashtra-ngos/taluka-rahata-ahmednagar/
Ahmednagar,"The Friends of the Depressed League, Ahmednagar",".: Shevgaon, Ahmednagar Ahmednagar Pin: 414101Maharashtra",912429223064,9109881517831,fdlnagar@yahoo.com,http://www.fdlshevgaon.org,Anil Jagtap,,"Our NGO’s are registered under various acts and working in the field of upliftment of poor and backward students. For there bright future, We are in search of funding by which we can give them rich quality education. We have much more land and buildings available. But we need some other things like as swimming tanks, computer labs, and school/ colleges building infrastructure. We hope approaching details from your end. Tweet",https://ngosindia.org/maharashtra-ngos/the-friends-of-the-depressed-league-ahmednagar/
Ahmednagar,"Vishwa Pratishthan, Ahmednagar",".: Sade, RahuriAhmednagar Pin: 413704Maharashtra",912426234756,919422179525,vishwafoundation2009@gmail.com,https://twitter.com/share,Dr. Ravindranath Gopinath Nimase,Animal care,Veterianarian’s Intensive Society Health and Welfare Animals indicate our commitment for animal welfare and rural development by means of animal husbandry. We all the members of the society are veterinary graduate. Tweet,https://ngosindia.org/maharashtra-ngos/vishwa-pratishthan-ahmednagar/
Ahmednagar,"Watershed Organisation Trust, Ahmednagar",".: Paryavaran, Behind Market YardAhmednagar Pin: 414001Maharashtra",912412450188,,info@wotr.org,http://www.wotr.org,Dr. Marcella D’Souza,"Agriculture, environment, forestry, grants aids, local administration, micro-enterprises.",Watershed organistions trust is a development support team of professions have core competency committed to motivating and facilitating rural communities and ngos towards sustainable integrated watershed development with the help of local and external resources. Tweet,https://ngosindia.org/maharashtra-ngos/watershed-organisation-trust-ahmednagar/
Ahmednagar,"Womens Devolopment & Educational Center, Ahmednagar",".: 336, Bishop Lloyed ColonyAhmednagar Pin: 414002Maharashtra",,919421588760,oholr@rediffmail.com,https://twitter.com/share,Ohol Rajesh,We need funding for HIV/AIDS project.,Tweet,https://ngosindia.org/maharashtra-ngos/womens-devolopment-educational-center-ahmednagar/
Ahmednagar,"Yogdan Swayam Sevi Sanstha, Ahmednagar",".: Shrigonda Sugar Factory, Shrigonda Ahmednagar Pin: 413726Maharashtra",912487252208,,,https://twitter.com/share,Shalini Salunke,"Environment, Health, Poverty, Rural Development, Sanitation",The main aim of the sanstha is upliftment of rural people through conservation of natural resources and making them available for increasing production and raising the financial level of the farmers and rural artisans. Improving health conditions and village sanitation is another important area focused on by the organisation. Tweet,https://ngosindia.org/maharashtra-ngos/yogdan-swayam-sevi-sanstha-ahmednagar/
Ahmednagar,"Yogi Arvind Pratisthan, Ahmednagar",".: Shirapur, Ahmednagar Ahmednagar Pin: 414106Maharashtra",912428241245,,ebudhwant@gmail.com,https://twitter.com/share,Sampat Budhwant,,"Health, education, rural devolopment, aids. Tweet",https://ngosindia.org/maharashtra-ngos/yogi-arvind-pratisthan-ahmednagar/
Akola,"Babasaheb Ambedkar Smarak Samiti Sivani, Akola",".: Shivani, Akola Akola Pin: 444001 Maharashtra",917242258314,"919921319024,919373735701",bassngo_akl@rediffmail.com,http://www.bassngo_akl.hpage.com,Kashyap Samadhan Jagtap,Rural development.,Rural development. Tweet,https://ngosindia.org/maharashtra-ngos/babasaheb-ambedkar-smarak-samiti-sivani-akola/
Akola,"Bharat Bhushan Shikhan Yuvak Kalyan Krida Mandal, Akola",".: Mahatma Phule Nagar, Near Tahsil Office, Barshitakali Akola Pin: 444001 Maharashtra",917255242782,,bhushan_gaykwad333@yahoo.com,http://www.bharatbhushan.org,,,"Social, agriculture, education. Tweet",https://ngosindia.org/maharashtra-ngos/bharat-bhushan-shikhan-yuvak-kalyan-krida-mandal-akola/
Akola,"Dharmaveer Raje Sambhaji Vyayam, Krida, Shikshan & Bahuddheshai Sanstha, Akola",".: Fadke Nagar, Dabki Road Akola Pin: 444002 Maharashtra",917242440378,,shyamvpatil@rediffmail.com,https://twitter.com/share,Ram Patil,Development of education and social work.,Rapidly and growthly development of rural area. Tweet,https://ngosindia.org/maharashtra-ngos/dharmaveer-raje-sambhaji-vyayam-krida-shikshan-bahuddheshai-sanstha-akola/
Akola,"Dr. Annasaheb Bp Wankhede Me and W Society, Akola",".: Jawahar Nagar, Akola Akola Pin: 444001 Maharashtra",917242456742,,satyavimmi@gmail.com,https://twitter.com/share,Satyajit B Wankhede,Social work,To uplift grass root people in tribal area and educate them and making self reliant with knowledge of natural resources from there area etc. Tweet,https://ngosindia.org/maharashtra-ngos/dr-annasaheb-bp-wankhede-me-and-w-society-akola/
Akola,"Dr. Babasaheb Ambedkar Pratistan, Akola",".: Mahatma Phule Nagar, Near Tahsil Office, Barshitakali Akola Pin: 444001 Maharashtra",917255242782,,bhushan_gaykwad333@yahoo.com,http://www.bharatbhushan.org,,,"Development, water. Tweet",https://ngosindia.org/maharashtra-ngos/dr-babasaheb-ambedkar-pratistan-akola/
Akola,"Ecosystem Development and Research Organization for People( ECODROP), Akola",Mothi Umari Akola Maharashtra 444104,,9423473629,wsukeshni@rediffmail.com,https://twitter.com/share,Sukeshni Wane,"Agriculture, Climate Change, Community Development, Environment, Gender, Installation Of Borewells, Irrigation, Livelihood, Natural Resource Management, Plantation, Research, Rural Development.",Development of rural people using research. Tweet,https://ngosindia.org/maharashtra-ngos/ecosystem-development-and-research-organization-for-people-ecodrop-akola/
Akola,"Ekvira Multipurpose Foundation, Akola","Opp. Dhone Chitrakala Collage, Jyoti Nagar, Jatharpeth Akola Maharashtra 444005",,"94250705782,7709376133",ekvira_mfa@rediffmail.com,https://www.ekvirafoundation.com,Suchita Shrikant Bansod,"Disability, Education, Rehabilitation Oral Aural Rehabilitation Of Young Age Hearing Impaired, Pre-School And Primary School For General School Readiness Of Deaf Child.","Aim is give every hearing impaired child chance to listen, learn and speak, thus, enabling him to be an active part of our essentially, hearing and speaking world. Our program is designed to strive towards development of speech to facilitate integration in regular school and the extend of effort in this respect would be the index of performance of the project and involving parents through counseling as an integral part of the preparatory intervention and ensure their participation in the programmers to be developed for early intervention. We conducted all relevant activities for the oral-aural rehabilitation of early age hearing impaired child, to enable him to have equal opportunities in the main – stream of society, general school readiness and their parents are equal partners in their developmental process. We run government approved permanently un-aided, non-residential balvikas special school for hearing impaired of capacity [...]",https://ngosindia.org/maharashtra-ngos/ekvira-multipurpose-foundation-akola/
Akola,"Gayatri Gram Vikas Sanstha, Akola",".: Appartment Rautvadi, Akola Akola Pin: 444001 Maharashtra",917242453088,,gayatrigvs@redffmel.com,https://twitter.com/share,Rupesh Lade,,Tweet,https://ngosindia.org/maharashtra-ngos/gayatri-gram-vikas-sanstha-akola/
Akola,"Geoson L.B.J. Multipurpose Foundation, Akola",".: Deogiri 15, Pundlik Nagar, Behind Govt. Milk Scheme Akola Pin: 444001 Maharashtra",917242458106,,anantjadhao.2009@rediffmail.com,https://twitter.com/share,Anant Jadhao,,To run women development scheme and AIDS related programe. Tweet,https://ngosindia.org/maharashtra-ngos/1887-2/
Akola,"Gramin Krishi Vidynan Krida V Shikshan Bhaudhashie Sanstha, Akola","Nitynand Nager, infront of Durga Apprtment, Ghandhi Nager Akola Maharashtra 444004",,"9096924944,8087357734",graminkrushiv@gmail.com,https://twitter.com/share,"Rajesh S Gawali, Founder Chairman",Agriculture.,Ngo are related to total agriculture aims. Ngo allredy farm club programe complete& kitchen garden seed progerm working. In future ngo mission is total organic farming &integrated pest mangement& producerfarmer groups are forms. Tweet,https://ngosindia.org/maharashtra-ngos/gramin-krishi-vidynan-krida-v-shikshan-bhaudhashie-sanstha-akola/
Akola,"Jai Gajanan Baba Sarwajanic Vachnylai, Akola","Nitynand Nager, Infront of Durga Apprtment, Ghandhi Nager Akola Maharashtra 444004",,"9096924944,8087357734",jaigajanan2017@gmail.com,https://twitter.com/share,Rajesh S Gawali Founder Chairman,"Library, Youth.","Ngo library allredy 225 book are avilabal for mans, womens & childrens objects are ngos is develpment for youths jobs informations, trening, self knoldage etc. Tweet",https://ngosindia.org/maharashtra-ngos/jai-gajanan-baba-sarwajanic-vachnylai-akola/
Akola,"Jay Sewalal Bahu Uddeshiya Santha Januna Tq Barshitakli, Akola",Akola Maharashtra 444405,,9850295420,jaysavalal@gmail.com,https://twitter.com/share,Santosh Tukaram Rathod,"Agriculture, Animal Welfare, Awareness Generation, Cow Protection Centre (Goushala), Cultural Issues, Education, Health, Natural Resource Management, Rural Development, Social Awareness, Women Development/Welfare.","Conducted programmes for education, tree plantation, cow protection, agriculture, social development, group marrieges, nursery, opened cowpen recently, etc. Tweet",https://ngosindia.org/maharashtra-ngos/jay-sewalal-bahu-uddeshiya-santha-januna-tq-barshitakli-akola/
Akola,"Manas Medical & Education Research Foundation, Akola",".: Sushrusha Clinic Khadan, Mangrulpeer Road Akola Pin: 444001 Maharashtra",917242488954,919822716266,manas_sanstha@rediffmail.com,https://twitter.com/share,Dr Sunil Bihade,Medical and educational projects.,"Medical diagnostic camps, social enlightening, educational programmes, operative camps. Tweet",https://ngosindia.org/maharashtra-ngos/manas-medical-education-research-foundation-akola/
Akola,"Milind Bahuuddeshiya Shikshan Krida Mandal, Akola",".: Shanti Near SBI Koulkhed Branch, D.P. Road, New Khetan Nagar Akola Pin: 444004 Maharashtra",917242488010,919689534801,mbskvpm@gmail.com,https://twitter.com/share,Suresh Khade,"Education, health, nrm, water, women empowerment, child development, rural development.","Rural development, women empowerment, dalit right, self employment training, cultural development, education, health and sport development programe. Tweet",https://ngosindia.org/maharashtra-ngos/milind-bahuuddeshiya-shikshan-krida-mandal-akola/
